,Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T),Interval_High_Open,Interval_Open_From_LastDay,Interval_Open_From_LastDay(%)
952,2017-09-26,52,52,51,51,Fall,1,1.92,"6,112","31,180",0,0,0
953,2017-09-25,51,52,50,52,Rise,1,1.96,"51,251","263,178",1,0,0
954,2017-09-22,51,54,50,51,Unchnaged,0,0.0,"94,020","483,096",3,0,0
955,2017-09-20,51,52,50,51,Unchnaged,0,0.0,"8,069","41,082",1,0,0
956,2017-09-19,51,52,50,51,Unchnaged,0,0.0,"16,514","84,128",1,0,0
957,2017-09-18,52,52,50,51,Fall,1,1.92,"10,333","52,451",0,0,0
958,2017-09-15,52,52,51,52,Unchnaged,0,0.0,"11,557","58,955",0,0,0
959,2017-09-14,51,52,51,52,Rise,1,1.96,"21,783","111,493",1,0,0
960,2017-09-13,51,52,50,51,Unchnaged,0,0.0,"15,626","79,717",1,0,0
961,2017-09-12,51,52,51,51,Unchnaged,0,0.0,"12,953","66,060",1,0,0
962,2017-09-11,51,52,50,51,Unchnaged,0,0.0,"10,278","52,395",1,0,0
963,2017-09-08,52,52,50,51,Fall,1,1.92,"18,144","92,607",0,0,0
964,2017-09-07,51,52,50,52,Rise,1,1.96,"22,399","113,818",1,0,0
965,2017-09-06,52,52,51,51,Unchnaged,0,0.0,"5,570","28,418",0,1,1.960784314
966,2017-09-05,51,52,50,51,Unchnaged,0,0.0,"7,134","36,391",1,0,0
967,2017-09-04,51,52,50,51,Unchnaged,0,0.0,"14,583","74,425",1,0,0
968,2017-08-31,52,52,51,51,Unchnaged,0,0.0,"67,930","346,454",0,1,1.960784314
969,2017-08-30,53,53,50,51,Fall,2,3.77,"135,140","690,526",0,0,0
970,2017-08-29,53,54,52,53,Unchnaged,0,0.0,"22,700","120,216",1,0,0
971,2017-08-28,53,54,52,53,Unchnaged,0,0.0,"27,360","142,819",1,0,0
972,2017-08-25,52,53,51,53,Rise,2,3.92,"47,386","248,911",1,1,1.960784314
973,2017-08-24,52,53,51,51,Unchnaged,0,0.0,"43,503","225,831",1,1,1.960784314
974,2017-08-23,52,53,51,51,Fall,1,1.92,"33,034","170,743",1,0,0
975,2017-08-22,51,52,51,52,Unchnaged,0,0.0,"10,543","54,023",1,-1,-1.923076923
976,2017-08-21,51,52,51,52,Unchnaged,0,0.0,"6,481","33,104",1,-1,-1.923076923
977,2017-08-18,52,53,51,52,Rise,1,1.96,"5,981","30,823",1,1,1.960784314
978,2017-08-16,51,52,51,51,Unchnaged,0,0.0,"5,590","28,888",1,0,0
979,2017-08-15,51,52,50,51,Unchnaged,0,0.0,"55,093","282,134",1,0,0
980,2017-08-14,50,51,50,51,Unchnaged,0,0.0,"8,223","41,502",1,-1,-1.960784314
981,2017-08-11,50,51,50,51,Unchnaged,0,0.0,"18,620","93,603",1,-1,-1.960784314
982,2017-08-10,50,51,50,51,Rise,1,2.0,"77,884","389,420",1,0,0
983,2017-08-09,50,51,50,50,Unchnaged,0,0.0,"14,718","73,592",1,0,0
984,2017-08-08,50,50,50,50,Unchnaged,0,0.0,"24,538","122,690",0,0,0
985,2017-08-07,50,51,50,50,Unchnaged,0,0.0,"10,766","54,098",1,0,0
986,2017-08-04,50,51,50,50,Unchnaged,0,0.0,"29,611","148,057",1,0,0
987,2017-08-03,50,51,50,50,Unchnaged,0,0.0,"13,809","69,113",1,0,0
988,2017-08-02,50,51,50,50,Unchnaged,0,0.0,"8,986","44,932",1,0,0
989,2017-08-01,50,51,50,50,Unchnaged,0,0.0,"37,825","189,273",1,0,0
990,2017-07-31,50,51,50,50,Unchnaged,0,0.0,"31,765","158,840",1,0,0
991,2017-07-28,50,51,50,50,Unchnaged,0,0.0,"46,356","231,802",1,0,0
992,2017-07-27,51,51,50,50,Unchnaged,0,0.0,"10,251","51,700",0,1,2
993,2017-07-26,50,51,50,50,Unchnaged,0,0.0,"148,115","741,279",1,0,0
994,2017-07-25,52,52,50,50,Lower limit,1,1.96,"472,645","2,363,386",0,1,1.960784314
995,2017-07-24,51,52,50,51,Unchnaged,0,0.0,"24,680","125,751",1,0,0
996,2017-07-21,51,52,50,51,Unchnaged,0,0.0,"167,387","853,175",1,0,0
997,2017-07-20,53,54,50,51,Fall,2,3.77,"376,374","1,920,574",1,0,0
998,2017-07-19,55,55,52,53,Fall,2,3.63,"96,335","511,410",0,0,0
999,2017-07-18,55,56,54,55,Unchnaged,0,0.0,"47,645","258,995",1,0,0
1000,2017-07-17,56,57,55,55,Fall,1,1.78,"78,361","434,568",1,0,0
1001,2017-07-14,57,58,56,56,Unchnaged,0,0.0,"218,226","1,245,664",1,1,1.785714286
1002,2017-07-13,56,57,56,56,Unchnaged,0,0.0,"69,971","392,148",1,0,0
1003,2017-07-12,57,59,56,56,Fall,1,1.75,"62,832","361,559",2,0,0
1004,2017-07-11,57,58,55,57,Unchnaged,0,0.0,"51,404","285,495",1,0,0
1005,2017-07-10,57,58,55,57,Fall,1,1.72,"15,084","84,045",1,-1,-1.724137931
1006,2017-07-07,57,58,56,58,Unchnaged,0,0.0,"10,107","57,480",1,-1,-1.724137931
1007,2017-07-06,58,58,57,58,Unchnaged,0,0.0,"18,244","104,061",0,0,0
1008,2017-07-05,59,59,57,58,Unchnaged,0,0.0,"4,537","26,183",0,1,1.724137931
1009,2017-07-04,58,59,57,58,Unchnaged,0,0.0,"37,257","213,519",1,0,0
1010,2017-07-03,59,60,58,58,Fall,1,1.69,"12,317","72,565",1,0,0
1011,2017-06-22,60,61,59,59,Fall,1,1.66,"14,817","88,463",1,0,0
1012,2017-06-21,59,61,59,60,Rise,1,1.69,"26,160","156,428",2,0,0
1013,2017-06-20,60,60,59,59,Fall,1,1.66,"3,505","20,699",0,0,0
1014,2017-06-19,60,61,58,60,Rise,1,1.69,"29,652","176,183",1,1,1.694915254
1015,2017-06-16,60,60,59,59,Fall,1,1.66,"25,927","154,454",0,0,0
1016,2017-06-15,60,62,59,60,Unchnaged,0,0.0,"72,225","434,566",2,0,0
1017,2017-06-14,60,61,59,60,Fall,1,1.63,"22,231","133,304",1,-1,-1.639344262
1018,2017-06-13,59,61,59,61,Rise,2,3.38,"15,266","91,126",2,0,0
1019,2017-06-12,60,61,59,59,Fall,1,1.66,"20,687","122,969",1,0,0
1020,2017-06-09,60,61,60,60,Unchnaged,0,0.0,"23,357","140,205",1,0,0
1021,2017-06-08,61,61,60,60,Unchnaged,0,0.0,"27,042","162,748",0,1,1.666666667
1022,2017-06-07,61,63,59,60,Fall,1,1.63,"372,641","2,302,302",2,0,0
1023,2017-06-06,61,62,60,61,Unchnaged,0,0.0,"41,459","252,472",1,0,0
1024,2017-06-05,62,63,60,61,Fall,1,1.61,"91,851","559,178",1,0,0
1025,2017-06-02,62,65,62,62,Unchnaged,0,0.0,"182,090","1,144,668",3,0,0
1026,2017-05-31,64,65,61,62,Fall,2,3.12,"82,036","508,419",1,0,0
1027,2017-05-30,65,65,63,64,Unchnaged,0,0.0,"61,412","394,432",0,1,1.5625
1028,2017-05-29,63,64,62,64,Rise,2,3.22,"35,593","225,624",1,1,1.612903226
1029,2017-05-26,63,65,62,62,Fall,1,1.58,"58,573","371,289",2,0,0
1030,2017-05-24,64,64,63,63,Fall,1,1.56,"14,556","91,924",0,0,0
1031,2017-05-23,64,65,62,64,Unchnaged,0,0.0,"28,643","181,116",1,0,0
1032,2017-05-22,64,64,62,64,Rise,2,3.22,"23,530","148,078",0,2,3.225806452
1033,2017-05-19,62,64,62,62,Unchnaged,0,0.0,"27,550","173,728",2,0,0
1034,2017-05-18,62,63,61,62,Unchnaged,0,0.0,"10,359","64,175",1,0,0
1035,2017-05-17,62,64,61,62,Unchnaged,0,0.0,"11,310","70,417",2,0,0
1036,2017-05-16,61,65,61,62,Rise,1,1.63,"16,745","105,660",4,0,0
1037,2017-05-15,64,65,61,61,Fall,2,3.17,"49,373","308,635",1,1,1.587301587
1038,2017-05-12,63,64,63,63,Unchnaged,0,0.0,"25,064","159,101",1,0,0
1039,2017-05-10,64,65,63,63,Unchnaged,0,0.0,"26,315","167,098",1,1,1.587301587
1040,2017-05-09,64,65,63,63,Fall,1,1.56,"26,894","172,389",1,0,0
1041,2017-05-08,65,66,64,64,Fall,1,1.53,"122,117","782,288",1,0,0
1042,2017-05-05,65,66,64,65,Unchnaged,0,0.0,"39,442","255,199",1,0,0
1043,2017-05-04,66,66,65,65,Fall,1,1.51,"85,396","556,845",0,0,0
1044,2017-05-03,66,67,65,66,Unchnaged,0,0.0,"62,245","409,282",1,0,0
1045,2017-05-02,67,67,66,66,Fall,1,1.49,"119,921","791,583",0,0,0
1046,2017-04-28,68,69,66,67,Fall,1,1.47,"46,010","308,820",1,0,0
1047,2017-04-27,67,69,66,68,Rise,1,1.49,"41,580","281,176",2,0,0
1048,2017-04-26,69,69,67,67,Fall,1,1.47,"79,169","533,587",0,1,1.470588235
1049,2017-04-25,70,72,68,68,Fall,2,2.85,"637,889","4,506,240",2,0,0
1050,2017-04-21,66,71,66,70,Rise,4,6.06,"310,222","2,143,319",5,0,0
1051,2017-04-20,69,69,66,66,Fall,1,1.49,"84,577","567,519",0,2,2.985074627
1052,2017-04-18,66,67,66,67,Unchnaged,0,0.0,"24,548","162,553",1,-1,-1.492537313
1053,2017-04-17,66,67,66,67,Unchnaged,0,0.0,"20,837","138,455",1,-1,-1.492537313
1054,2017-04-13,68,68,66,67,Unchnaged,0,0.0,"20,189","135,039",0,1,1.492537313
1055,2017-04-12,69,69,67,67,Fall,1,1.47,"86,972","583,397",0,1,1.470588235
1056,2017-04-11,68,69,66,68,Unchnaged,0,0.0,"75,784","516,139",1,0,0
1057,2017-04-10,65,69,65,68,Rise,3,4.61,"413,670","2,794,174",4,0,0
1058,2017-04-07,66,66,65,65,Fall,1,1.51,"24,547","160,285",0,0,0
1059,2017-04-06,67,67,65,66,Unchnaged,0,0.0,"19,469","128,495",0,1,1.515151515
1060,2017-04-05,65,67,65,66,Rise,1,1.53,"35,795","234,121",2,0,0
1061,2017-04-04,67,67,65,65,Fall,1,1.51,"13,853","90,406",0,1,1.515151515
1062,2017-04-03,67,69,65,66,Fall,1,1.49,"443,661","3,013,755",2,0,0
1063,2017-03-31,66,67,65,67,Rise,1,1.51,"85,064","561,496",1,0,0
1064,2017-03-30,66,68,66,66,Unchnaged,0,0.0,"205,832","1,376,527",2,0,0
1065,2017-03-29,66,67,66,66,Unchnaged,0,0.0,"32,476","215,786",1,0,0
1066,2017-03-27,66,67,66,66,Unchnaged,0,0.0,"47,199","312,993",1,0,0
1067,2017-03-24,66,67,66,66,Unchnaged,0,0.0,"6,432","42,598",1,0,0
1068,2017-03-23,67,67,66,66,Fall,1,1.49,"27,731","185,196",0,0,0
1069,2017-03-22,67,67,66,67,Rise,1,1.51,"22,323","148,051",0,1,1.515151515
1070,2017-03-21,67,69,65,66,Unchnaged,0,0.0,"220,573","1,483,004",2,1,1.515151515
1071,2017-03-20,65,67,65,66,Unchnaged,0,0.0,"53,247","351,996",2,-1,-1.515151515
1072,2017-03-17,65,66,64,66,Rise,2,3.12,"44,434","288,725",1,1,1.5625
1073,2017-03-16,66,67,64,64,Fall,2,3.03,"170,119","1,106,121",1,0,0
1074,2017-03-15,67,67,65,66,Fall,1,1.49,"113,437","749,976",0,0,0
1075,2017-03-14,68,68,66,67,Unchnaged,0,0.0,"26,794","179,260",0,1,1.492537313
1076,2017-03-13,68,69,67,67,Fall,1,1.47,"19,968","134,202",1,0,0
1077,2017-03-10,67,69,67,68,Rise,1,1.49,"43,996","296,635",2,0,0
1078,2017-03-09,68,69,67,67,Unchnaged,0,0.0,"17,770","119,335",1,1,1.492537313
1079,2017-03-08,67,69,67,67,Unchnaged,0,0.0,"37,298","252,946",2,0,0
1080,2017-03-07,67,68,66,67,Unchnaged,0,0.0,"83,057","555,903",1,0,0
1081,2017-03-06,68,68,67,67,Fall,1,1.47,"37,130","248,941",0,0,0
1082,2017-03-03,68,68,67,68,Unchnaged,0,0.0,"44,813","301,398",0,0,0
1083,2017-03-02,70,70,67,68,Fall,1,1.44,"267,492","1,853,373",0,1,1.449275362
1084,2017-03-01,68,70,68,69,Rise,1,1.47,"191,888","1,329,096",2,0,0
1085,2017-02-28,68,69,67,68,Unchnaged,0,0.0,"128,094","868,383",1,0,0
1086,2017-02-27,68,68,66,68,Rise,1,1.49,"176,707","1,181,498",0,1,1.492537313
1087,2017-02-24,67,70,66,67,Unchnaged,0,0.0,"812,056","5,618,320",3,0,0
1088,2017-02-23,68,68,66,67,Fall,1,1.47,"96,150","643,792",0,0,0
1089,2017-02-22,68,69,66,68,Unchnaged,0,0.0,"82,159","554,875",1,0,0
1090,2017-02-21,70,70,68,68,Fall,1,1.44,"95,122","649,512",0,1,1.449275362
1091,2017-02-20,68,70,68,69,Rise,1,1.47,"38,984","267,440",2,0,0
1092,2017-02-17,67,69,67,68,Rise,1,1.49,"45,901","311,299",2,0,0
1093,2017-02-16,71,71,66,67,Fall,4,5.63,"316,390","2,134,636",0,0,0
1094,2017-02-14,73,74,70,71,Fall,2,2.73,"100,492","718,624",1,0,0
1095,2017-02-13,72,74,72,73,Rise,2,2.81,"128,482","942,497",2,1,1.408450704
1096,2017-02-10,71,75,71,71,Unchnaged,0,0.0,"148,759","1,082,059",4,0,0
1097,2017-02-09,71,72,70,71,Unchnaged,0,0.0,"45,017","319,538",1,0,0
1098,2017-02-08,72,72,71,71,Unchnaged,0,0.0,"60,708","432,582",0,1,1.408450704
1099,2017-02-07,72,74,71,71,Unchnaged,0,0.0,"78,517","565,958",2,1,1.408450704
1100,2017-02-06,73,74,71,71,Fall,1,1.38,"147,582","1,067,021",1,1,1.388888889
1101,2017-02-03,73,74,72,72,Fall,1,1.36,"123,935","903,038",1,0,0
1102,2017-02-02,73,74,72,73,Unchnaged,0,0.0,"80,512","587,279",1,0,0
1103,2017-02-01,72,74,72,73,Rise,1,1.38,"80,961","591,988",2,0,0
1104,2017-01-31,75,75,72,72,Fall,2,2.7,"146,753","1,068,968",0,1,1.351351351
1105,2017-01-30,78,79,73,74,Fall,4,5.12,"2,842,806","21,783,548",1,0,0
1106,2017-01-27,79,80,77,78,Unchnaged,0,0.0,"1,101,903","8,631,184",1,1,1.282051282
1107,2017-01-26,78,80,77,78,Rise,1,1.29,"391,706","3,092,645",2,1,1.298701299
1108,2017-01-25,81,81,77,77,Fall,3,3.75,"253,226","1,965,105",0,1,1.25
1109,2017-01-24,79,82,78,80,Rise,2,2.56,"1,595,743","12,878,672",3,1,1.282051282
1110,2017-01-23,77,78,75,78,Rise,1,1.29,"361,441","2,774,395",1,0,0
1111,2017-01-20,80,81,77,77,Fall,2,2.53,"290,665","2,279,307",1,1,1.265822785
1112,2017-01-19,78,82,77,79,Rise,3,3.94,"1,620,641","13,024,016",4,2,2.631578947
1113,2017-01-18,73,84,73,76,Rise,3,4.1,"2,826,704","22,437,723",11,0,0
1114,2017-01-17,73,74,73,73,Unchnaged,0,0.0,"114,861","844,902",1,0,0
1115,2017-01-16,73,74,71,73,Rise,1,1.38,"196,946","1,433,477",1,1,1.388888889
1116,2017-01-13,70,76,70,72,Rise,2,2.85,"923,971","6,798,513",6,0,0
1117,2017-01-12,70,71,70,70,Rise,1,1.44,"47,702","333,918",1,1,1.449275362
1118,2017-01-11,69,74,67,69,Rise,1,1.47,"203,236","1,428,102",5,1,1.470588235
1119,2017-01-10,68,69,67,68,Rise,1,1.49,"7,281","49,469",1,1,1.492537313
1120,2017-01-09,68,68,66,67,Fall,1,1.47,"15,069","100,992",0,0,0
1121,2017-01-06,69,69,67,68,Fall,1,1.44,"15,921","107,559",0,0,0
1122,2017-01-05,67,69,67,69,Rise,2,2.98,"31,136","211,395",2,0,0
1123,2017-01-04,66,67,65,67,Rise,2,3.07,"6,797","44,740",1,1,1.538461538
1124,2017-01-03,67,67,65,65,Fall,3,4.41,"15,441","101,242",0,-1,-1.470588235
1125,2016-12-30,67,70,67,68,Rise,1,1.49,"34,016","232,206",3,0,0
1126,2016-12-29,66,68,66,67,Rise,1,1.51,"35,676","238,810",2,0,0
1127,2016-12-28,64,68,64,66,Rise,2,3.12,"77,219","515,080",4,0,0
1128,2016-12-27,64,66,64,64,Unchnaged,0,0.0,"39,113","250,792",2,0,0
1129,2016-12-23,67,67,63,64,Fall,1,1.53,"72,560","466,557",0,2,3.076923077
1130,2016-12-22,68,69,64,65,Fall,3,4.41,"78,420","520,562",1,0,0
1131,2016-12-21,69,70,67,68,Unchnaged,0,0.0,"17,479","119,489",1,1,1.470588235
1132,2016-12-20,69,70,68,68,Fall,1,1.44,"53,518","367,882",1,0,0
1133,2016-12-19,70,71,69,69,Fall,1,1.42,"77,225","539,702",1,0,0
1134,2016-12-16,70,71,69,70,Rise,1,1.44,"77,163","539,983",1,1,1.449275362
1135,2016-12-15,70,70,67,69,Fall,1,1.42,"74,381","511,086",0,0,0
1136,2016-12-14,69,71,68,70,Rise,1,1.44,"70,371","487,410",2,0,0
1137,2016-12-13,69,71,69,69,Unchnaged,0,0.0,"53,689","375,026",2,0,0
1138,2016-12-09,70,71,69,69,Fall,1,1.42,"31,565","219,482",1,0,0
1139,2016-12-08,72,73,70,70,Fall,1,1.4,"91,434","643,860",1,1,1.408450704
1140,2016-12-07,73,77,71,71,Fall,1,1.38,"1,716,584","12,863,729",4,1,1.388888889
1141,2016-12-06,69,72,69,72,Rise,3,4.34,"250,828","1,765,624",3,0,0
1142,2016-12-05,68,70,67,69,Rise,1,1.47,"75,615","519,056",2,0,0
1143,2016-12-02,67,70,66,68,Rise,1,1.49,"93,831","637,935",3,0,0
1144,2016-12-01,71,71,67,67,Fall,2,2.89,"196,991","1,328,541",0,2,2.898550725
1145,2016-11-30,68,76,68,69,Rise,1,1.47,"1,201,678","8,772,959",8,0,0
1146,2016-11-29,67,72,66,68,Fall,4,5.55,"761,362","5,189,303",5,-5,-6.944444444
1147,2016-11-28,79,79,72,72,Lower limit,7,8.86,"216,180","1,578,801",0,0,0
1148,2016-11-25,66,85,65,79,Rise,14,21.53,"3,207,573","25,028,850",19,1,1.538461538
1149,2016-11-24,67,68,65,65,Fall,2,2.98,"72,479","479,464",1,0,0
1150,2016-11-23,66,72,66,67,Rise,1,1.51,"527,730","3,684,785",6,0,0
1151,2016-11-22,63,66,61,66,Rise,4,6.45,"104,593","668,777",3,1,1.612903226
1152,2016-11-21,63,63,62,62,Unchnaged,0,0.0,"20,424","127,408",0,1,1.612903226
1153,2016-11-18,62,63,61,62,Unchnaged,0,0.0,"37,197","230,952",1,0,0
1154,2016-11-17,64,64,62,62,Fall,1,1.58,"16,054","100,990",0,1,1.587301587
1155,2016-11-16,64,64,63,63,Unchnaged,0,0.0,"17,213","108,658",0,1,1.587301587
1156,2016-11-15,65,66,62,63,Fall,1,1.56,"30,381","193,199",1,1,1.5625
1157,2016-11-14,64,66,64,64,Fall,1,1.53,"63,505","408,025",2,-1,-1.538461538
1158,2016-11-11,67,67,64,65,Fall,2,2.98,"54,823","356,784",0,0,0
1159,2016-11-10,69,70,67,67,Fall,1,1.47,"77,721","534,714",1,1,1.470588235
1160,2016-11-09,65,71,63,68,Rise,3,4.61,"483,268","3,235,723",6,0,0
1161,2016-11-08,66,67,64,65,Unchnaged,0,0.0,"58,812","382,665",1,1,1.538461538
1162,2016-11-07,66,66,65,65,Unchnaged,0,0.0,"11,351","73,801",0,1,1.538461538
1163,2016-11-04,65,66,64,65,Unchnaged,0,0.0,"15,230","99,026",1,0,0
1164,2016-11-03,66,67,65,65,Fall,1,1.51,"65,398","428,625",1,0,0
1165,2016-11-02,66,67,66,66,Fall,1,1.49,"103,088","680,585",1,-1,-1.492537313
1166,2016-11-01,67,68,66,67,Rise,1,1.51,"65,493","436,972",1,1,1.515151515
1167,2016-10-31,67,67,65,66,Unchnaged,0,0.0,"30,123","199,115",0,1,1.515151515
1168,2016-10-28,68,68,66,66,Unchnaged,0,0.0,"16,936","112,699",0,2,3.03030303
1169,2016-10-27,68,68,66,66,Fall,1,1.49,"120,608","805,491",0,1,1.492537313
1170,2016-10-26,69,70,66,67,Fall,1,1.47,"221,506","1,498,819",1,1,1.470588235
1171,2016-10-25,70,70,68,68,Fall,2,2.85,"37,451","257,825",0,0,0
1172,2016-10-24,69,71,68,70,Rise,1,1.44,"111,583","772,131",2,0,0
1173,2016-10-21,70,71,69,69,Unchnaged,0,0.0,"36,292","252,031",1,1,1.449275362
1174,2016-10-20,69,73,69,69,Unchnaged,0,0.0,"263,513","1,842,953",4,0,0
1175,2016-10-19,70,70,68,69,Unchnaged,0,0.0,"157,633","1,074,851",0,1,1.449275362
1176,2016-10-18,70,70,68,69,Rise,1,1.47,"81,109","556,558",0,2,2.941176471
1177,2016-10-17,69,70,68,68,Unchnaged,0,0.0,"30,739","211,546",1,1,1.470588235
1178,2016-10-14,70,70,68,68,Fall,1,1.44,"46,139","317,228",0,1,1.449275362
1179,2016-10-13,69,70,68,69,Unchnaged,0,0.0,"59,659","411,228",1,0,0
1180,2016-10-12,68,69,68,69,Rise,1,1.47,"36,081","246,552",1,0,0
1181,2016-10-11,70,71,68,68,Fall,1,1.44,"115,337","795,915",1,1,1.449275362
1182,2016-10-10,70,71,69,69,Fall,1,1.42,"29,166","203,059",1,0,0
1183,2016-10-07,70,70,68,70,Unchnaged,0,0.0,"45,433","314,500",0,0,0
1184,2016-10-06,70,72,70,70,Unchnaged,0,0.0,"72,002","507,429",2,0,0
1185,2016-10-05,71,73,70,70,Fall,2,2.77,"81,704","577,541",2,-1,-1.388888889
1186,2016-10-04,72,73,71,72,Unchnaged,0,0.0,"35,793","258,315",1,0,0
1187,2016-10-03,75,76,71,72,Fall,3,4.0,"134,738","982,730",1,0,0
1188,2016-09-30,98,98,73,75,Rise,2,2.73,"495,549","3,717,254",0,25,34.24657534
1189,2016-09-29,72,76,71,73,Rise,2,2.81,"221,070","1,626,936",4,1,1.408450704
1190,2016-09-28,71,73,70,71,Rise,1,1.42,"67,262","476,150",2,1,1.428571429
1191,2016-09-27,71,71,69,70,Unchnaged,0,0.0,"68,383","476,467",0,1,1.428571429
1192,2016-09-26,70,70,68,70,Unchnaged,0,0.0,"103,077","714,425",0,0,0
1193,2016-09-23,70,70,68,70,Unchnaged,0,0.0,"140,494","974,383",0,0,0
1194,2016-09-22,70,71,69,70,Unchnaged,0,0.0,"143,905","1,005,462",1,0,0
1195,2016-09-21,71,72,70,70,Fall,1,1.4,"95,340","669,172",1,0,0
1196,2016-09-20,72,72,70,71,Unchnaged,0,0.0,"35,947","253,251",0,1,1.408450704
1197,2016-09-19,70,73,70,71,Rise,2,2.89,"44,175","315,560",3,1,1.449275362
1198,2016-09-16,71,72,69,69,Fall,2,2.81,"53,766","376,342",1,0,0
1199,2016-09-15,69,72,69,71,Rise,2,2.89,"49,028","346,659",3,0,0
1200,2016-09-14,70,70,65,69,Fall,1,1.42,"81,312","549,807",0,0,0
1201,2016-09-13,75,76,70,70,Fall,5,6.66,"251,498","1,837,630",1,0,0
1202,2016-09-09,77,78,75,75,Fall,2,2.59,"87,135","662,150",1,0,0
1203,2016-09-08,78,79,76,77,Fall,1,1.28,"51,402","396,938",1,0,0
1204,2016-09-07,78,78,76,78,Rise,1,1.29,"60,380","465,455",0,1,1.298701299
1205,2016-09-06,77,78,76,77,Rise,1,1.31,"33,190","255,531",1,1,1.315789474
1206,2016-09-05,76,78,76,76,Rise,1,1.33,"113,761","871,011",2,1,1.333333333
1207,2016-09-02,76,77,75,75,Fall,1,1.31,"80,285","606,092",1,0,0
1208,2016-09-01,75,77,75,76,Unchnaged,0,0.0,"75,804","575,428",2,-1,-1.315789474
1209,2016-08-31,76,77,75,76,Unchnaged,0,0.0,"97,159","737,829",1,0,0
1210,2016-08-30,77,77,75,76,Unchnaged,0,0.0,"177,407","1,338,746",0,1,1.315789474
1211,2016-08-29,78,78,76,76,Fall,1,1.29,"61,959","476,302",0,1,1.298701299
1212,2016-08-26,78,79,77,77,Fall,1,1.28,"74,587","580,857",1,0,0
1213,2016-08-25,78,80,77,78,Rise,1,1.29,"183,049","1,434,488",2,1,1.298701299
1214,2016-08-24,77,79,76,77,Fall,1,1.28,"169,880","1,311,423",2,-1,-1.282051282
1215,2016-08-23,79,79,77,78,Unchnaged,0,0.0,"135,949","1,053,983",0,1,1.282051282
1216,2016-08-22,79,79,77,78,Unchnaged,0,0.0,"74,930","585,505",0,1,1.282051282
1217,2016-08-19,79,79,77,78,Unchnaged,0,0.0,"77,635","605,265",0,1,1.282051282
1218,2016-08-18,79,79,77,78,Fall,1,1.26,"104,656","815,994",0,0,0
1219,2016-08-16,78,79,77,79,Rise,1,1.28,"78,039","608,104",1,0,0
1220,2016-08-15,80,80,77,78,Fall,1,1.26,"222,726","1,738,583",0,1,1.265822785
1221,2016-08-12,82,82,79,79,Fall,2,2.46,"124,355","999,268",0,1,1.234567901
1222,2016-08-11,81,83,80,81,Unchnaged,0,0.0,"314,704","2,562,994",2,0,0
1223,2016-08-10,78,85,78,81,Rise,3,3.84,"1,010,544","8,262,355",7,0,0
1224,2016-08-09,79,82,77,78,Fall,1,1.26,"664,361","5,268,590",3,0,0
1225,2016-08-08,77,82,76,79,Rise,3,3.94,"769,485","6,130,858",5,1,1.315789474
1226,2016-08-05,75,79,74,76,Rise,1,1.33,"326,568","2,509,840",4,0,0
1227,2016-08-04,75,76,74,75,Unchnaged,0,0.0,"99,216","745,325",1,0,0
1228,2016-08-03,76,79,74,75,Fall,2,2.59,"307,375","2,327,791",3,-1,-1.298701299
1229,2016-08-02,76,79,76,77,Rise,1,1.31,"203,593","1,582,009",3,0,0
1230,2016-08-01,75,77,75,76,Rise,1,1.33,"77,107","584,536",2,0,0
1231,2016-07-29,75,78,75,75,Unchnaged,0,0.0,"254,243","1,940,141",3,0,0
1232,2016-07-28,74,76,74,75,Rise,2,2.73,"119,541","897,369",2,1,1.369863014
1233,2016-07-27,75,76,73,73,Fall,2,2.66,"201,824","1,498,019",1,0,0
1234,2016-07-26,76,77,74,75,Fall,2,2.59,"169,298","1,275,294",1,-1,-1.298701299
1235,2016-07-25,78,80,77,77,Fall,1,1.28,"161,829","1,257,657",2,0,0
1236,2016-07-22,81,81,78,78,Fall,2,2.5,"123,560","975,711",0,1,1.25
1237,2016-07-21,80,82,78,80,Rise,1,1.26,"280,788","2,243,285",2,1,1.265822785
1238,2016-07-20,80,80,78,79,Unchnaged,0,0.0,"156,171","1,236,277",0,1,1.265822785
1239,2016-07-19,80,82,79,79,Unchnaged,0,0.0,"387,541","3,126,102",2,1,1.265822785
1240,2016-07-18,78,83,78,79,Rise,1,1.28,"335,679","2,708,115",5,0,0
1241,2016-07-15,78,80,77,78,Unchnaged,0,0.0,"101,024","788,433",2,0,0
1242,2016-07-14,81,81,78,78,Fall,3,3.7,"138,646","1,090,617",0,0,0
1243,2016-07-13,83,86,79,81,Fall,1,1.21,"471,471","3,846,355",3,1,1.219512195
1244,2016-07-12,76,85,75,82,Rise,7,9.33,"1,443,314","11,761,404",9,1,1.333333333
1245,2016-07-11,72,80,71,75,Rise,4,5.63,"690,141","5,302,336",8,1,1.408450704
1246,2016-07-01,71,74,71,71,Rise,1,1.42,"70,739","510,724",3,1,1.428571429
1247,2016-06-30,71,75,70,70,Unchnaged,0,0.0,"209,110","1,512,110",4,1,1.428571429
1248,2016-06-29,70,73,69,70,Rise,1,1.44,"148,278","1,056,419",3,1,1.449275362
1249,2016-06-28,69,71,69,69,Fall,1,1.42,"4,826","33,387",2,-1,-1.428571429
1250,2016-06-27,70,71,69,70,Fall,1,1.4,"29,616","206,942",1,-1,-1.408450704
1251,2016-06-24,72,72,69,71,Unchnaged,0,0.0,"48,234","338,036",0,1,1.408450704
